seq,ts,phase,model,status,prompt_tokens,completion_tokens,reasoning_tokens,reasoning_estimated,finish_reason,latency_ms,cost_usd
4839,1788989062.424656,C-think-off-default,nemotron-3-nano:30b,200,35,74,,0,stop,4793.6,1.986e-05
4840,1788989064.422373,C-think-off-default,nemotron-3-nano:30b,200,46,104,,0,stop,5758.2,2.772e-05
4841,1788989065.8379278,C-think-off-default,nemotron-3-nano:30b,200,40,61,,0,stop,5091.2,1.704e-05
4842,1788989069.347133,C-think-off-default,nemotron-3-nano:30b,200,44,186,,0,stop,8517.1,4.728e-05
4843,1788989069.649792,C-think-off-default,nemotron-3-nano:30b,200,41,2,,0,stop,7215.4,2.94e-06
4844,1788989071.649454,C-think-off-default,nemotron-3-nano:30b,200,43,93,,0,stop,7216.3,2.49e-05
4845,1788989074.381377,C-think-off-default,nemotron-3-nano:30b,200,44,144,,0,stop,8533.8,3.72e-05
4846,1788989083.224789,C-think-off-default,nemotron-3-nano:30b,200,46,472,,0,stop,13865.4,0.00011604000000000001
4847,1788989084.506531,C-think-off-default,nemotron-3-nano:30b,200,43,54,,0,stop,14849.5,1.554e-05
4848,1788989086.191652,C-think-off-default,nemotron-3-nano:30b,200,39,88,,0,stop,14531.8,2.3459999999999996e-05
4849,1788989087.380786,C-think-off-default,nemotron-3-nano:30b,200,38,61,,0,stop,12990.0,1.6919999999999997e-05
4850,1788989089.0553238,C-think-off-default,nemotron-3-nano:30b,200,39,75,,0,stop,5820.2,2.034e-05
4851,1788989091.650742,C-think-off-default,nemotron-3-nano:30b,200,43,125,,0,stop,7134.8,3.2579999999999996e-05
4852,1788989093.906353,C-think-off-default,nemotron-3-nano:30b,200,41,107,,0,stop,7705.0,2.814e-05
4853,1788989095.750995,C-think-off-default,nemotron-3-nano:30b,200,48,97,,0,stop,8360.5,2.6159999999999997e-05
4854,1788989097.573519,C-think-off-default,nemotron-3-nano:30b,200,50,82,,0,stop,8508.5,2.268e-05
4855,1788989099.178195,C-think-off-default,nemotron-3-nano:30b,200,46,71,,0,stop,7517.5,1.9799999999999997e-05
4856,1788989100.2361028,C-think-off-default,nemotron-3-nano:30b,200,44,42,,0,stop,6319.5,1.2719999999999998e-05
4857,1788989101.187773,C-think-off-default,nemotron-3-nano:30b,200,44,48,,0,stop,5426.5,1.416e-05
4858,1788989103.3486788,C-think-off-default,nemotron-3-nano:30b,200,53,100,,0,stop,5764.4,2.718e-05
4859,1788989105.171324,C-think-off-default,nemotron-3-nano:30b,200,45,83,,0,stop,5983.1,2.2619999999999997e-05
4860,1788989106.9319491,C-think-off-default,nemotron-3-nano:30b,200,46,93,,0,stop,6686.2,2.5079999999999997e-05
4861,1788989108.7347462,C-think-off-default,nemotron-3-nano:30b,200,42,81,,0,stop,7536.3,2.1959999999999996e-05
4862,1788989111.256712,C-think-off-default,nemotron-3-nano:30b,200,42,121,,0,stop,7898.1,3.1559999999999996e-05
4863,1788989113.390348,C-think-off-default,nemotron-3-nano:30b,200,41,100,,0,stop,8208.5,2.646e-05
4864,1788989114.562604,C-think-off-default,nemotron-3-nano:30b,200,36,61,,0,stop,7621.1,1.68e-05
4865,1788989115.878912,C-think-off-default,nemotron-3-nano:30b,200,45,69,,0,stop,7133.3,1.926e-05
4866,1788989117.097506,C-think-off-default,nemotron-3-nano:30b,200,47,50,,0,stop,5832.0,1.482e-05
4867,1788989118.3401978,C-think-off-default,nemotron-3-nano:30b,200,45,52,,0,stop,4940.6,1.518e-05
4868,1788989118.4108381,C-think-off-default,nemotron-3-nano:30b,200,40,2,,0,stop,3838.1,2.88e-06
4869,1788989120.016843,C-think-off-default,nemotron-3-nano:30b,200,45,71,,0,stop,4127.6,1.9739999999999997e-05
4870,1788989122.785264,C-think-off-default,nemotron-3-nano:30b,200,39,146,,0,stop,5678.8,3.738e-05
4871,1788989124.5250628,C-think-off-default,nemotron-3-nano:30b,200,42,78,,0,stop,6174.1,2.124e-05
4872,1788989126.278142,C-think-off-default,nemotron-3-nano:30b,200,43,91,,0,stop,7859.1,2.4420000000000003e-05
4873,1788989127.939414,C-think-off-default,nemotron-3-nano:30b,200,42,74,,0,stop,7912.8,2.028e-05
4874,1788989128.7544188,C-think-off-default,nemotron-3-nano:30b,200,46,41,,0,stop,5959.6,1.26e-05
4875,1788989130.2341409,C-think-off-default,nemotron-3-nano:30b,200,46,64,,0,stop,5698.8,1.8119999999999996e-05
4876,1788989138.035292,C-think-off-default,nemotron-3-nano:30b,200,40,405,,0,stop,11747.6,9.960000000000001e-05
4877,1788989140.246871,C-think-off-default,nemotron-3-nano:30b,200,43,117,,0,stop,12297.5,3.0659999999999994e-05
4878,1788989142.439115,C-think-off-default,nemotron-3-nano:30b,200,39,116,,0,stop,13674.7,3.018e-05
4879,1788989143.985802,C-think-off-default,nemotron-3-nano:30b,200,39,69,,0,stop,13739.4,1.89e-05
4880,1788989145.351306,C-think-off-default,nemotron-3-nano:30b,200,42,59,,0,stop,7305.5,1.668e-05
4881,1788989146.8145459,C-think-off-default,nemotron-3-nano:30b,200,46,63,,0,stop,6557.2,1.7879999999999998e-05
4882,1788989147.124417,C-think-off-default,nemotron-3-nano:30b,200,44,2,,0,stop,4676.7,3.1199999999999998e-06
4883,1788989148.281358,C-think-off-default,nemotron-3-nano:30b,200,42,47,,0,stop,4286.0,1.3799999999999998e-05
4884,1788989151.708879,C-think-off-default,nemotron-3-nano:30b,200,53,167,,0,stop,6348.1,4.3259999999999996e-05
4885,1788989152.831257,C-think-off-default,nemotron-3-nano:30b,200,42,45,,0,stop,6005.3,1.3319999999999998e-05
4886,1788989156.306716,C-think-off-default,nemotron-3-nano:30b,200,46,171,,0,stop,9175.4,4.3799999999999994e-05
4887,1788989162.413145,C-think-off-default,nemotron-3-nano:30b,200,45,313,,0,stop,14121.2,7.782e-05
4888,1788989165.1204312,C-think-off-default,nemotron-3-nano:30b,200,43,130,,0,stop,13401.5,3.378e-05
4889,1788989167.053,C-think-off-default,nemotron-3-nano:30b,200,45,88,,0,stop,14212.3,2.3819999999999996e-05
4890,1788989168.132829,C-think-off-default,nemotron-3-nano:30b,200,48,56,,0,stop,11816.1,1.632e-05
4891,1788989169.89026,C-think-off-default,nemotron-3-nano:30b,200,40,80,,0,stop,7467.3,2.1599999999999996e-05
4892,1788989175.5731142,C-think-off-default,nemotron-3-nano:30b,200,45,290,,0,stop,10442.7,7.23e-05
4893,1788989177.585907,C-think-off-default,nemotron-3-nano:30b,200,45,93,,0,stop,10521.4,2.502e-05
4894,1788989179.403286,C-think-off-default,nemotron-3-nano:30b,200,43,83,,0,stop,11259.1,2.25e-05
4895,1788989180.468508,C-think-off-default,nemotron-3-nano:30b,200,49,42,,0,stop,10568.5,1.3019999999999999e-05
4896,1788989182.3751118,C-think-off-default,nemotron-3-nano:30b,200,50,87,,0,stop,6791.7,2.388e-05
4897,1788989184.913459,C-think-off-default,nemotron-3-nano:30b,200,41,122,,0,stop,7317.3,3.174e-05
4898,1788989186.1120582,C-think-off-default,nemotron-3-nano:30b,200,45,49,,0,stop,6698.8,1.4459999999999999e-05
4899,1788989191.982037,C-think-off-default,nemotron-3-nano:30b,200,39,301,,0,stop,11503.8,7.458e-05
4900,1788989196.752935,C-think-off-default,nemotron-3-nano:30b,200,46,254,,0,stop,14367.0,6.371999999999999e-05
4901,1788989197.641758,C-think-off-default,nemotron-3-nano:30b,200,38,45,,0,stop,12719.5,1.3079999999999998e-05
4902,1788989200.957013,C-think-off-default,nemotron-3-nano:30b,200,45,176,,0,stop,14834.7,4.494e-05
4903,1788989204.47844,C-think-off-default,nemotron-3-nano:30b,200,41,175,,0,stop,12486.4,4.446e-05
4904,1788989206.356255,C-think-off-default,nemotron-3-nano:30b,200,42,87,,0,stop,9592.8,2.34e-05
4905,1788989207.568269,C-think-off-default,nemotron-3-nano:30b,200,40,50,,0,stop,9916.8,1.4400000000000001e-05
4906,1788989208.637322,C-think-off-default,nemotron-3-nano:30b,200,39,55,,0,stop,7669.7,1.554e-05
4907,1788989208.934258,C-think-off-default,nemotron-3-nano:30b,200,37,2,,0,stop,4445.9,2.6999999999999996e-06
4908,1788989210.94847,C-think-off-default,nemotron-3-nano:30b,200,43,93,,0,stop,4583.1,2.49e-05
4909,1788989212.2013068,C-think-off-default,nemotron-3-nano:30b,200,43,65,,0,stop,4624.0,1.818e-05
4910,1788989213.521332,C-think-off-default,nemotron-3-nano:30b,200,47,55,,0,stop,4874.5,1.602e-05
4911,1788989215.048015,C-think-off-default,nemotron-3-nano:30b,200,46,67,,0,stop,6106.0,1.8839999999999996e-05
4912,1788989215.86911,C-think-off-default,nemotron-3-nano:30b,200,40,42,,0,stop,4911.8,1.248e-05
4913,1788989217.7136981,C-think-off-default,nemotron-3-nano:30b,200,49,84,,0,stop,5502.1,2.3100000000000002e-05
4914,1788989219.393203,C-think-off-default,nemotron-3-nano:30b,200,50,75,,0,stop,5861.9,2.1e-05
4915,1788989222.1117702,C-think-off-default,nemotron-3-nano:30b,200,46,131,,0,stop,7054.3,3.42e-05
4916,1788989228.0034602,C-think-off-default,nemotron-3-nano:30b,200,45,314,,0,stop,12124.5,7.806000000000001e-05
4917,1788989229.273581,C-think-off-default,nemotron-3-nano:30b,200,42,53,,0,stop,11549.0,1.5239999999999998e-05
4918,1788989229.601168,C-think-off-default,nemotron-3-nano:30b,200,40,3,,0,stop,10198.1,3.12e-06
4919,1788989231.564168,C-think-off-default,nemotron-3-nano:30b,200,40,104,,0,stop,9443.5,2.736e-05
4920,1788989233.11077,C-think-off-default,nemotron-3-nano:30b,200,39,68,,0,stop,5097.8,1.866e-05
4921,1788989236.428931,C-think-off-default,nemotron-3-nano:30b,200,42,164,,0,stop,7144.8,4.1880000000000006e-05
4922,1788989236.526004,C-think-off-default,nemotron-3-nano:30b,200,42,2,,0,stop,6917.5,3e-06
4923,1788989238.303047,C-think-off-default,nemotron-3-nano:30b,200,46,80,,0,stop,6728.1,2.196e-05
4924,1788989240.209543,C-think-off-default,nemotron-3-nano:30b,200,43,100,,0,stop,7089.5,2.658e-05
4925,1788989241.35243,C-think-off-default,nemotron-3-nano:30b,200,42,59,,0,stop,4913.6,1.668e-05
4926,1788989243.7519271,C-think-off-default,nemotron-3-nano:30b,200,38,115,,0,stop,7216.6,2.988e-05
4927,1788989249.0125172,C-think-off-default,nemotron-3-nano:30b,200,42,267,,0,stop,10699.3,6.659999999999999e-05
4928,1788989249.597484,C-think-off-default,nemotron-3-nano:30b,200,44,17,,0,stop,9377.4,6.72e-06
4929,1788989249.949756,C-think-off-default,nemotron-3-nano:30b,200,49,4,,0,stop,8587.4,3.9e-06
4930,1788989253.119221,C-think-off-default,nemotron-3-nano:30b,200,44,155,,0,stop,9356.4,3.984e-05
4931,1788989254.693248,C-think-off-default,nemotron-3-nano:30b,200,46,69,,0,stop,5670.3,1.932e-05
4932,1788989256.039247,C-think-off-default,nemotron-3-nano:30b,200,42,58,,0,stop,6430.4,1.6440000000000002e-05
4933,1788989257.8373241,C-think-off-default,nemotron-3-nano:30b,200,49,94,,0,stop,7880.1,2.55e-05
4934,1788989259.338664,C-think-off-default,nemotron-3-nano:30b,200,48,78,,0,stop,6209.7,2.1599999999999996e-05
4935,1788989260.476456,C-think-off-default,nemotron-3-nano:30b,200,41,59,,0,stop,5773.5,1.662e-05
4936,1788989261.805888,C-think-off-default,nemotron-3-nano:30b,200,53,56,,0,stop,5757.0,1.6619999999999997e-05
4937,1788989262.9154801,C-think-off-default,nemotron-3-nano:30b,200,43,45,,0,stop,5067.9,1.3379999999999999e-05
4938,1788989266.268308,C-think-off-default,nemotron-3-nano:30b,200,44,164,,0,stop,6917.1,4.2e-05
4939,1788989267.464004,C-think-off-default,nemotron-3-nano:30b,200,43,62,,0,stop,6977.3,1.7460000000000002e-05
4940,1788989269.075903,C-think-off-default,nemotron-3-nano:30b,200,45,72,,0,stop,7258.5,1.9980000000000002e-05
4941,1788989269.834694,C-think-off-default,nemotron-3-nano:30b,200,38,26,,0,stop,6910.1,8.52e-06
4942,1788989270.9065511,C-think-off-default,nemotron-3-nano:30b,200,48,42,,0,stop,4628.4,1.2960000000000001e-05
4943,1788989272.649688,C-think-off-default,nemotron-3-nano:30b,200,45,79,,0,stop,5176.8,2.166e-05
4944,1788989273.869898,C-think-off-default,nemotron-3-nano:30b,200,44,50,,0,stop,4784.3,1.464e-05
4945,1788989274.686734,C-think-off-default,nemotron-3-nano:30b,200,38,42,,0,stop,4841.8,1.236e-05
4946,1788989274.9947531,C-think-off-default,nemotron-3-nano:30b,200,39,2,,0,stop,4078.7,2.8199999999999997e-06
4947,1788989276.972095,C-think-off-default,nemotron-3-nano:30b,200,53,91,,0,stop,4312.6,2.502e-05
4948,1788989278.673208,C-think-off-default,nemotron-3-nano:30b,200,44,88,,0,stop,4793.4,2.376e-05
4949,1788989279.015119,C-think-off-default,nemotron-3-nano:30b,200,38,4,,0,stop,4318.8,3.24e-06
4950,1788989280.547532,C-think-off-default,nemotron-3-nano:30b,200,41,68,,0,stop,5545.4,1.878e-05
4951,1788989281.676256,C-think-off-default,nemotron-3-nano:30b,200,41,58,,0,stop,4694.9,1.638e-05
4952,1788989282.233707,C-think-off-default,nemotron-3-nano:30b,200,35,26,,0,stop,3550.8,8.34e-06
4953,1788989282.535498,C-think-off-default,nemotron-3-nano:30b,200,38,2,,0,stop,3512.9,2.76e-06
4954,1788989283.531831,C-think-off-default,nemotron-3-nano:30b,200,38,39,,0,stop,2974.4,1.1639999999999999e-05
4955,1788989285.344696,C-think-off-default,nemotron-3-nano:30b,200,43,82,,0,stop,3658.6,2.2259999999999997e-05
4956,1788989287.369819,C-think-off-default,nemotron-3-nano:30b,200,46,93,,0,stop,5125.7,2.5079999999999997e-05
4957,1788989288.146902,C-think-off-default,nemotron-3-nano:30b,200,41,27,,0,stop,5604.4,8.939999999999999e-06
4958,1788989289.879381,C-think-off-default,nemotron-3-nano:30b,200,39,79,,0,stop,6337.1,2.13e-05
4959,1788989291.246757,C-think-off-default,nemotron-3-nano:30b,200,44,58,,0,stop,5891.7,1.6559999999999997e-05
4960,1788989292.796683,C-think-off-default,nemotron-3-nano:30b,200,44,81,,0,stop,5417.4,2.208e-05
4961,1788989294.700727,C-think-off-default,nemotron-3-nano:30b,200,42,100,,0,stop,6544.2,2.652e-05
4962,1788989296.367497,C-think-off-default,nemotron-3-nano:30b,200,48,87,,0,stop,6478.3,2.376e-05
4963,1788989297.700844,C-think-off-default,nemotron-3-nano:30b,200,37,69,,0,stop,6443.7,1.8779999999999996e-05
4964,1788989300.1932118,C-think-off-default,nemotron-3-nano:30b,200,44,119,,0,stop,7386.1,3.12e-05
4965,1788989304.0807538,C-think-off-default,nemotron-3-nano:30b,200,45,193,,0,stop,9370.2,4.902e-05
4966,1788989305.775074,C-think-off-default,nemotron-3-nano:30b,200,50,88,,0,stop,9397.7,2.4119999999999996e-05
4967,1788989307.158201,C-think-off-default,nemotron-3-nano:30b,200,39,60,,0,stop,9446.5,1.674e-05
4968,1788989309.442228,C-think-off-default,nemotron-3-nano:30b,200,42,108,,0,stop,9239.1,2.844e-05
4969,1788989313.7933178,C-think-off-default,nemotron-3-nano:30b,200,41,232,,0,stop,9702.6,5.814e-05
4970,1788989315.31626,C-think-off-default,nemotron-3-nano:30b,200,41,67,,0,stop,9530.8,1.854e-05
4971,1788989316.4159412,C-think-off-default,nemotron-3-nano:30b,200,43,57,,0,stop,9247.9,1.6259999999999997e-05
4972,1788989318.2449331,C-think-off-default,nemotron-3-nano:30b,200,38,84,,0,stop,8792.7,2.2440000000000002e-05
4973,1788989319.9957728,C-think-off-default,nemotron-3-nano:30b,200,45,79,,0,stop,6192.7,2.166e-05
4974,1788989320.458403,C-think-off-default,nemotron-3-nano:30b,200,53,9,,0,stop,5131.8,5.34e-06
4975,1788989320.527817,C-think-off-default,nemotron-3-nano:30b,200,43,2,,0,stop,4102.2,3.06e-06
4976,1788989323.5816891,C-think-off-default,nemotron-3-nano:30b,200,41,149,,0,stop,5326.7,3.8219999999999997e-05
4977,1788989324.64286,C-think-off-default,nemotron-3-nano:30b,200,50,55,,0,stop,4637.0,1.62e-05
4978,1788989326.5004852,C-think-off-default,nemotron-3-nano:30b,200,45,85,,0,stop,6033.3,2.31e-05
4979,1788989330.9707808,C-think-off-default,nemotron-3-nano:30b,200,41,226,,0,stop,10436.0,5.6699999999999996e-05
4980,1788989331.8642209,C-think-off-default,nemotron-3-nano:30b,200,38,34,,0,stop,8272.6,1.044e-05
4981,1788989332.16414,C-think-off-default,nemotron-3-nano:30b,200,41,2,,0,stop,7510.4,2.94e-06
4982,1788989333.976463,C-think-off-default,nemotron-3-nano:30b,200,35,86,,0,stop,7465.3,2.2740000000000003e-05
4983,1788989335.983864,C-think-off-default,nemotron-3-nano:30b,200,38,94,,0,stop,5003.5,2.484e-05
4984,1788989337.281466,C-think-off-default,nemotron-3-nano:30b,200,42,68,,0,stop,5407.7,1.884e-05
4985,1788989337.652236,C-think-off-default,nemotron-3-nano:30b,200,39,18,,0,stop,5477.6,6.66e-06
4986,1788989339.405308,C-think-off-default,nemotron-3-nano:30b,200,49,79,,0,stop,5418.7,2.1900000000000004e-05
4987,1788989342.059358,C-think-off-default,nemotron-3-nano:30b,200,49,127,,0,stop,6065.0,3.342e-05
4988,1788989346.389996,C-think-off-default,nemotron-3-nano:30b,200,45,217,,0,stop,9098.2,5.478e-05
4989,1788989350.9578712,C-think-off-default,nemotron-3-nano:30b,200,45,243,,0,stop,13295.5,6.102e-05
4990,1788989352.741361,C-think-off-default,nemotron-3-nano:30b,200,48,80,,0,stop,13325.6,2.208e-05
4991,1788989355.084116,C-think-off-default,nemotron-3-nano:30b,200,53,124,,0,stop,13013.8,3.294e-05
4992,1788989356.428022,C-think-off-default,nemotron-3-nano:30b,200,44,70,,0,stop,10027.8,1.944e-05
4993,1788989358.461177,C-think-off-default,nemotron-3-nano:30b,200,53,107,,0,stop,7493.8,2.8859999999999998e-05
4994,1788989360.532255,C-think-off-default,nemotron-3-nano:30b,200,43,109,,0,stop,7780.4,2.8740000000000003e-05
4995,1788989362.4394822,C-think-off-default,nemotron-3-nano:30b,200,46,100,,0,stop,7344.7,2.6759999999999998e-05
4996,1788989365.1667268,C-think-off-default,nemotron-3-nano:30b,200,35,144,,0,stop,8728.8,3.6660000000000005e-05
4997,1788989367.487309,C-think-off-default,nemotron-3-nano:30b,200,43,122,,0,stop,9016.1,3.1859999999999997e-05
4998,1788989369.764621,C-think-off-default,nemotron-3-nano:30b,200,42,108,,0,stop,9222.0,2.844e-05
4999,1788989370.914131,C-think-off-default,nemotron-3-nano:30b,200,44,60,,0,stop,8464.0,1.704e-05
5000,1788989371.984326,C-think-off-default,nemotron-3-nano:30b,200,43,43,,0,stop,6807.5,1.29e-05
5001,1788989373.4438741,C-think-off-default,nemotron-3-nano:30b,200,45,63,,0,stop,5945.7,1.782e-05
5002,1788989374.917376,C-think-off-default,nemotron-3-nano:30b,200,45,64,,0,stop,5142.4,1.806e-05
5003,1788989375.927577,C-think-off-default,nemotron-3-nano:30b,200,36,41,,0,stop,5004.3,1.2e-05
5004,1788989376.000928,C-think-off-default,nemotron-3-nano:30b,200,43,2,,0,stop,4006.3,3.06e-06
5005,1788989378.422815,C-think-off-default,nemotron-3-nano:30b,200,42,115,,0,stop,4968.8,3.0119999999999996e-05
5006,1788989383.180449,C-think-off-default,nemotron-3-nano:30b,200,46,240,,0,stop,8253.0,6.035999999999999e-05
5007,1788989384.705937,C-think-off-default,nemotron-3-nano:30b,200,38,68,,0,stop,8767.9,1.86e-05
5008,1788989387.6662169,C-think-off-default,nemotron-3-nano:30b,200,41,145,,0,stop,11653.4,3.726e-05
5009,1788989389.626689,C-think-off-default,nemotron-3-nano:30b,200,35,94,,0,stop,11193.7,2.466e-05
5010,1788989389.947768,C-think-off-default,nemotron-3-nano:30b,200,41,3,,0,stop,6757.2,3.1799999999999996e-06
5011,1788989392.163368,C-think-off-default,nemotron-3-nano:30b,200,42,104,,0,stop,7447.2,2.748e-05
5012,1788989393.153198,C-think-off-default,nemotron-3-nano:30b,200,42,51,,0,stop,5476.7,1.476e-05
5013,1788989396.510725,C-think-off-default,nemotron-3-nano:30b,200,42,166,,0,stop,6873.5,4.236e-05
5014,1788989398.581415,C-think-off-default,nemotron-3-nano:30b,200,42,96,,0,stop,8626.3,2.556e-05
5015,1788989402.179281,C-think-off-default,nemotron-3-nano:30b,200,34,182,,0,stop,10005.9,4.5719999999999996e-05
5016,1788989405.767164,C-think-off-default,nemotron-3-nano:30b,200,45,177,,0,stop,12603.8,4.518e-05
5017,1788989408.2613602,C-think-off-default,nemotron-3-nano:30b,200,48,119,,0,stop,11740.5,3.144e-05
5018,1788989409.658793,C-think-off-default,nemotron-3-nano:30b,200,46,60,,0,stop,11066.2,1.7159999999999995e-05
5019,1788989411.5558999,C-think-off-default,nemotron-3-nano:30b,200,44,87,,0,stop,9366.5,2.352e-05
5020,1788989413.0015528,C-think-off-default,nemotron-3-nano:30b,200,41,63,,0,stop,7223.9,1.7579999999999998e-05
5021,1788989415.832947,C-think-off-default,nemotron-3-nano:30b,200,41,138,,0,stop,7561.5,3.558e-05
5022,1788989418.264461,C-think-off-default,nemotron-3-nano:30b,200,41,128,,0,stop,8595.6,3.318e-05
5023,1788989418.359947,C-think-off-default,nemotron-3-nano:30b,200,46,2,,0,stop,6793.8,3.24e-06
5024,1788989421.312244,C-think-off-default,nemotron-3-nano:30b,200,49,143,,0,stop,8300.7,3.726e-05
5025,1788989425.759802,C-think-off-default,nemotron-3-nano:30b,200,44,223,,0,stop,9917.7,5.616e-05
5026,1788989427.414002,C-think-off-default,nemotron-3-nano:30b,200,41,87,,0,stop,9138.8,2.334e-05
5027,1788989428.777903,C-think-off-default,nemotron-3-nano:30b,200,35,61,,0,stop,10408.6,1.674e-05
5028,1788989430.492034,C-think-off-default,nemotron-3-nano:30b,200,45,77,,0,stop,9169.6,2.118e-05
5029,1788989434.252765,C-think-off-default,nemotron-3-nano:30b,200,42,200,,0,stop,8482.6,5.0520000000000004e-05
5030,1788989434.921189,C-think-off-default,nemotron-3-nano:30b,200,42,34,,0,stop,7496.6,1.068e-05
5031,1788989439.908185,C-think-off-default,nemotron-3-nano:30b,200,41,266,,0,stop,11120.3,6.63e-05
5032,1788989440.919725,C-think-off-default,nemotron-3-nano:30b,200,38,40,,0,stop,10418.8,1.188e-05
5033,1788989441.696417,C-think-off-default,nemotron-3-nano:30b,200,38,28,,0,stop,7433.8,9e-06
5034,1788989442.809083,C-think-off-default,nemotron-3-nano:30b,200,46,58,,0,stop,7877.3,1.668e-05
5035,1788989444.300946,C-think-off-default,nemotron-3-nano:30b,200,44,78,,0,stop,4382.4,2.136e-05
5036,1788989446.874156,C-think-off-default,nemotron-3-nano:30b,200,44,136,,0,stop,5944.2,3.528e-05
5037,1788989448.798774,C-think-off-default,nemotron-3-nano:30b,200,41,89,,0,stop,7090.0,2.382e-05
5038,1788989451.060243,C-think-off-default,nemotron-3-nano:30b,200,53,119,,0,stop,8239.2,3.174e-05
5039,1788989453.259178,C-think-off-default,nemotron-3-nano:30b,200,41,116,,0,stop,8947.3,3.03e-05
5040,1788989455.275955,C-think-off-default,nemotron-3-nano:30b,200,39,106,,0,stop,8393.5,2.7779999999999998e-05
5041,1788989456.934108,C-think-off-default,nemotron-3-nano:30b,200,50,87,,0,stop,8125.3,2.388e-05
5042,1788989457.239958,C-think-off-default,nemotron-3-nano:30b,200,42,2,,0,stop,6169.8,3e-06
5043,1788989459.1589131,C-think-off-default,nemotron-3-nano:30b,200,45,88,,0,stop,5889.2,2.3819999999999996e-05
5044,1788989461.0655181,C-think-off-default,nemotron-3-nano:30b,200,49,100,,0,stop,5779.3,2.6940000000000003e-05
5045,1788989461.9508622,C-think-off-default,nemotron-3-nano:30b,200,39,45,,0,stop,5006.7,1.314e-05
5046,1788989462.658294,C-think-off-default,nemotron-3-nano:30b,200,42,36,,0,stop,5411.2,1.116e-05
5047,1788989466.030487,C-think-off-default,nemotron-3-nano:30b,200,45,179,,0,stop,6860.9,4.566000000000001e-05
5048,1788989467.7278059,C-think-off-default,nemotron-3-nano:30b,200,42,89,,0,stop,6652.8,2.388e-05
5049,1788989470.314754,C-think-off-default,nemotron-3-nano:30b,200,35,127,,0,stop,8353.5,3.2579999999999996e-05
5050,1788989472.686948,C-think-off-default,nemotron-3-nano:30b,200,46,112,,0,stop,10018.3,2.964e-05
5051,1788989472.778698,C-think-off-default,nemotron-3-nano:30b,200,53,2,,0,stop,6737.4,3.6599999999999997e-06
5052,1788989474.0209,C-think-off-default,nemotron-3-nano:30b,200,38,53,,0,stop,6282.7,1.4999999999999999e-05
5053,1788989475.199897,C-think-off-default,nemotron-3-nano:30b,200,46,61,,0,stop,4874.7,1.74e-05
5054,1788989476.2734342,C-think-off-default,nemotron-3-nano:30b,200,44,43,,0,stop,3575.7,1.2960000000000001e-05
5055,1788989477.573281,C-think-off-default,nemotron-3-nano:30b,200,38,68,,0,stop,4785.3,1.86e-05
5056,1788989478.9646652,C-think-off-default,nemotron-3-nano:30b,200,37,61,,0,stop,4933.7,1.6859999999999998e-05
5057,1788989479.838277,C-think-off-default,nemotron-3-nano:30b,200,38,33,,0,stop,4628.6,1.0199999999999999e-05
5058,1788989481.205295,C-think-off-default,nemotron-3-nano:30b,200,46,59,,0,stop,4921.6,1.692e-05
5059,1788989482.643453,C-think-off-default,nemotron-3-nano:30b,200,53,75,,0,stop,5060.3,2.118e-05
5060,1788989483.6665301,C-think-off-default,nemotron-3-nano:30b,200,53,53,,0,stop,4691.5,1.59e-05
5061,1788989484.98112,C-think-off-default,nemotron-3-nano:30b,200,42,56,,0,stop,5132.2,1.596e-05
5062,1788989486.366722,C-think-off-default,nemotron-3-nano:30b,200,45,72,,0,stop,5150.6,1.9980000000000002e-05
5063,1788989487.986728,C-think-off-default,nemotron-3-nano:30b,200,48,72,,0,stop,5333.0,2.016e-05
5064,1788989490.004552,C-think-off-default,nemotron-3-nano:30b,200,40,94,,0,stop,6327.1,2.4959999999999998e-05
5065,1788989491.1537259,C-think-off-default,nemotron-3-nano:30b,200,43,60,,0,stop,6162.5,1.6979999999999997e-05
5066,1788989493.9609332,C-think-off-default,nemotron-3-nano:30b,200,44,136,,0,stop,7583.3,3.528e-05
5067,1788989495.469405,C-think-off-default,nemotron-3-nano:30b,200,49,79,,0,stop,7472.4,2.1900000000000004e-05
5068,1788989498.227712,C-think-off-default,nemotron-3-nano:30b,200,37,146,,0,stop,8213.2,3.726e-05
5069,1788989499.536615,C-think-off-default,nemotron-3-nano:30b,200,38,68,,0,stop,8372.4,1.86e-05
5070,1788989500.475445,C-think-off-default,nemotron-3-nano:30b,200,42,36,,0,stop,6504.7,1.116e-05
5071,1788989502.461791,C-think-off-default,nemotron-3-nano:30b,200,44,92,,0,stop,6982.2,2.472e-05
5072,1788989504.32964,C-think-off-default,nemotron-3-nano:30b,200,49,85,,0,stop,6092.5,2.334e-05
5073,1788989504.9984488,C-think-off-default,nemotron-3-nano:30b,200,37,34,,0,stop,5451.4,1.0379999999999999e-05
5074,1788989506.874989,C-think-off-default,nemotron-3-nano:30b,200,41,87,,0,stop,6389.2,2.334e-05
5075,1788989509.095148,C-think-off-default,nemotron-3-nano:30b,200,48,117,,0,stop,6624.6,3.0959999999999995e-05
5076,1788989511.438111,C-think-off-default,nemotron-3-nano:30b,200,42,111,,0,stop,7097.9,2.916e-05
5077,1788989512.959754,C-think-off-default,nemotron-3-nano:30b,200,38,80,,0,stop,7951.8,2.148e-05
5078,1788989514.620815,C-think-off-default,nemotron-3-nano:30b,200,41,75,,0,stop,7734.7,2.046e-05
